Source	Target	Change
Chìchi kë̀ wa̠ Po'tak kö́rule	Kë̀ Po'tak kö̀rpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Chìchi kë̀ wa̠ Po'tak kö́rule	Kë̀ chìchi a̠ Po'tak kö́r	TYPE:NEG;MODE:POT;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi a̠ Po'tak kö́r	Po'tak kuö́	MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi a̠ Po'tak kö́r	Kë̀ Po'tak kuök	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi a̠ Po'tak kö́r	Kë̀ Po'tak kuwar	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Chìchi a̠ Po'tak kö́r	Po'tak kuö̀ sö	MODE:EXH;TENSE:IPFV_REC;ASPECT:IPFV;PERSON:1_PL_INC
Chìchi a̠ Po'tak kö́r	Chìchi é̠n a̠ Po'tak kua'ku̠	MODE:DES;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi a̠ Po'tak kö́r	Kë̀ chìchi é̠n a̠ Po'tak kua'ku̠	TYPE:NEG;MODE:DES;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi a̠ Po'tak kö́r	Kë̀ chìchi a̠ Po'tak kö́r	TYPE:NEG;MODE:POT;TENSE:IPFV_REC;ASPECT:IPFV
Kë̀ chìchi a̠ Po'tak kö́r	Kë̀ Po'tak kuök	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV
Kë̀ chìchi a̠ Po'tak kö́r	Kë̀ Po'tak kuwar	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Kë̀ chìchi a̠ Po'tak kö́r	Kë̀ chìchi é̠n a̠ Po'tak kua'ku̠	TYPE:NEG;MODE:DES;TENSE:IPFV_REC;ASPECT:IPFV
Ie kë̀ dùnè̠wa̠	Ie' kë̀ ku̠ dawö́kwa̠	TYPE:NEG;TENSE:IPFV_PROG;ASPECT:IPFV
Ie kë̀ dùnè̠wa̠	Ie' kë̀ ku'bak dawö́kwa̠	TYPE:NEG;TENSE:PRF_PROG
Ie kë̀ dùnè̠wa̠	Kë̀ ie' dawö̀pawa̠	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV
Ie' dawówa̠	Ie' dawö̀wa̠	TENSE:IPFV_REC
Ie' dawówa̠	Ie' tso dawö́kwa̠	TENSE:IPFV_PROG;ASPECT:IPFV
Ie' dawówa̠	Ie' kë̀ ku̠ dawö́kwa̠	TYPE:NEG;TENSE:IPFV_PROG;ASPECT:IPFV
Ie' dawówa̠	Ie' bák dawö́kwa̠	TENSE:PRF_PROG
Ie' dawówa̠	Ie' kë̀ ku'bak dawö́kwa̠	TYPE:NEG;TENSE:PRF_PROG
Ie' dawówa̠	Ie' dawö̀kè̠wa̠	TENSE:IPFV_HAB;ASPECT:IPFV
Ie' dawówa̠	Ie' dawö̀wa̠mi̠	TENSE:FUT_POT;ASPECT:IPFV
Ie' dawówa̠	Ie' dawö̀râwa̠	TENSE:FUT_CER;ASPECT:IPFV
Ie' dawówa̠	Kë̀ ie' dawö̀pawa̠	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV
Ie' dawö̀wa̠	Ie' dawówa̠	TENSE:PRF_REC
Ie' dawö̀wa̠	Ie' tso dawö́kwa̠	TENSE:IPFV_PROG;ASPECT:IPFV
Ie' dawö̀wa̠	Ie' kë̀ ku̠ dawö́kwa̠	TYPE:NEG;TENSE:IPFV_PROG;ASPECT:IPFV
Ie' dawö̀wa̠	Ie' bák dawö́kwa̠	TENSE:PRF_PROG
Ie' dawö̀wa̠	Ie' kë̀ ku'bak dawö́kwa̠	TYPE:NEG;TENSE:PRF_PROG
Ie' dawö̀wa̠	Ie' dawö̀kè̠wa̠	TENSE:IPFV_HAB;ASPECT:IPFV
Ie' dawö̀wa̠	Ie' dawö̀wa̠mi̠	TENSE:FUT_POT;ASPECT:IPFV
Ie' dawö̀wa̠	Ie' dawö̀râwa̠	TENSE:FUT_CER;ASPECT:IPFV
Ie' dawö̀wa̠	Kë̀ ie' dawö̀pawa̠	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV
Ie' tso dawö́kwa̠	Ie' kë̀ ku̠ dawö́kwa̠	TYPE:NEG;TENSE:IPFV_PROG;ASPECT:IPFV
Ie' tso dawö́kwa̠	Ie' dawö̀kè̠wa̠	TENSE:IPFV_HAB;ASPECT:IPFV
Ie' tso dawö́kwa̠	Ie' dawö̀wa̠mi̠	TENSE:FUT_POT;ASPECT:IPFV
Ie' tso dawö́kwa̠	Ie' dawö̀râwa̠	TENSE:FUT_CER;ASPECT:IPFV
Ie' tso dawö́kwa̠	Kë̀ ie' dawö̀pawa̠	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV
Ie' kë̀ ku̠ dawö́kwa̠	Kë̀ ie' dawö̀pawa̠	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV
Ie' bák dawö́kwa̠	Ie' dawówa̠	TENSE:PRF_REC
Ie' bák dawö́kwa̠	Ie' dawö̀wa̠	TENSE:IPFV_REC
Ie' bák dawö́kwa̠	Ie' tso dawö́kwa̠	TENSE:IPFV_PROG;ASPECT:IPFV
Ie' bák dawö́kwa̠	Ie' kë̀ ku̠ dawö́kwa̠	TYPE:NEG;TENSE:IPFV_PROG;ASPECT:IPFV
Ie' bák dawö́kwa̠	Ie' kë̀ ku'bak dawö́kwa̠	TYPE:NEG;TENSE:PRF_PROG
Ie' bák dawö́kwa̠	Ie' dawö̀kè̠wa̠	TENSE:IPFV_HAB;ASPECT:IPFV
Ie' bák dawö́kwa̠	Ie' dawö̀wa̠mi̠	TENSE:FUT_POT;ASPECT:IPFV
Ie' bák dawö́kwa̠	Ie' dawö̀râwa̠	TENSE:FUT_CER;ASPECT:IPFV
Ie' bák dawö́kwa̠	Kë̀ ie' dawö̀pawa̠	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV
Ie' kë̀ ku'bak dawö́kwa̠	Ie' kë̀ ku̠ dawö́kwa̠	TYPE:NEG;TENSE:IPFV_PROG;ASPECT:IPFV
Ie' kë̀ ku'bak dawö́kwa̠	Kë̀ ie' dawö̀pawa̠	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV
Ie' dawö̀kè̠wa̠	Ie' tso dawö́kwa̠	TENSE:IPFV_PROG;ASPECT:IPFV
Ie' dawö̀kè̠wa̠	Ie' kë̀ ku̠ dawö́kwa̠	TYPE:NEG;TENSE:IPFV_PROG;ASPECT:IPFV
Ie' dawö̀kè̠wa̠	Ie' dawö̀wa̠mi̠	TENSE:FUT_POT;ASPECT:IPFV
Ie' dawö̀kè̠wa̠	Ie' dawö̀râwa̠	TENSE:FUT_CER;ASPECT:IPFV
Ie' dawö̀kè̠wa̠	Kë̀ ie' dawö̀pawa̠	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV
Ie' dawö̀wa̠mi̠	Ie' tso dawö́kwa̠	TENSE:IPFV_PROG;ASPECT:IPFV
Ie' dawö̀wa̠mi̠	Ie' kë̀ ku̠ dawö́kwa̠	TYPE:NEG;TENSE:IPFV_PROG;ASPECT:IPFV
Ie' dawö̀wa̠mi̠	Ie' dawö̀kè̠wa̠	TENSE:IPFV_HAB;ASPECT:IPFV
Ie' dawö̀wa̠mi̠	Ie' dawö̀râwa̠	TENSE:FUT_CER;ASPECT:IPFV
Ie' dawö̀wa̠mi̠	Kë̀ ie' dawö̀pawa̠	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV
Ie' dawö̀râwa̠	Ie' tso dawö́kwa̠	TENSE:IPFV_PROG;ASPECT:IPFV
Ie' dawö̀râwa̠	Ie' kë̀ ku̠ dawö́kwa̠	TYPE:NEG;TENSE:IPFV_PROG;ASPECT:IPFV
Ie' dawö̀râwa̠	Ie' dawö̀kè̠wa̠	TENSE:IPFV_HAB;ASPECT:IPFV
Ie' dawö̀râwa̠	Ie' dawö̀wa̠mi̠	TENSE:FUT_POT;ASPECT:IPFV
Ie' dawö̀râwa̠	Kë̀ ie' dawö̀pawa̠	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV
Kë̀ ie' dawö̀pawa̠	Ie' kë̀ ku̠ dawö́kwa̠	TYPE:NEG;TENSE:IPFV_PROG;ASPECT:IPFV
Ie' tö bö' yë'ulur	Ie' tö bö' yéulur	TENSE:PRF_REC;ABSNUM:PL
Ie' tö bö' yë'ulur	Ie'pa tö bö' yë'ulur	ABSNUM:PL;PERSON:3_PL
Ie' tö bö' yë'ulur	Ie'pa tö bö' yéulur	TENSE:PRF_REC;ABSNUM:PL;PERSON:3_PL
Ie' tö bö' yéstsa̠	Ie' tö bö' yéulur	TENSE:PRF_REC;ABSNUM:PL
Ie' tö bö' yéstsa̠	Ie'pa tö bö' yéstsa̠	TENSE:PRF_REC;PERSON:3_PL
Ie' tö bö' yéstsa̠	Ie'pa tö bö' yéulur	TENSE:PRF_REC;ABSNUM:PL;PERSON:3_PL
Ie' tö bö' yéulur	Ie'pa tö bö' yéulur	TENSE:PRF_REC;ABSNUM:PL;PERSON:3_PL
Ie'pa tö bö' yë'stsa̠	Ie'pa tö bö' yë'ulur	ABSNUM:PL;PERSON:3_PL
Ie'pa tö bö' yë'stsa̠	Ie'pa tö bö' yéstsa̠	TENSE:PRF_REC;PERSON:3_PL
Ie'pa tö bö' yë'stsa̠	Ie'pa tö bö' yéulur	TENSE:PRF_REC;ABSNUM:PL;PERSON:3_PL
Ie'pa tö bö' yë'ulur	Ie'pa tö bö' yéulur	TENSE:PRF_REC;ABSNUM:PL;PERSON:3_PL
Ie'pa tö bö' yéstsa̠	Ie'pa tö bö' yéulur	TENSE:PRF_REC;ABSNUM:PL;PERSON:3_PL
Wë́m kë̀ ku̠ dur stsö́k	Wë́m kë̀ ku̠'bak dur stsö́k	TYPE:NEG;TENSE:PRF_PROG;ASPECT:PFV
Wë́m kë̀ ku̠ dur stsö́k	Wë́pa kë̀ ku̠ ië'te̠n stsö́k	TYPE:NEG;ABSNUM:PL
Wë́m kë̀ ku̠ dur stsö́k	Wë́pa kë̀ ku̠'bak ië'te̠n stsö́k	TYPE:NEG;TENSE:PRF_PROG;ASPECT:PFV;ABSNUM:PL
Wë́m bák dur stsö́k	Wë́m kë̀ ku̠'bak dur stsö́k	TYPE:NEG;TENSE:PRF_PROG;ASPECT:PFV
Wë́m bák dur stsö́k	Wë́pa bák ië'te̠n stsö́k	TENSE:PRF_REM;ASPECT:PFV;ABSNUM:PL
Wë́m bák dur stsö́k	Wë́pa kë̀ ku̠'bak ië'te̠n stsö́k	TYPE:NEG;TENSE:PRF_PROG;ASPECT:PFV;ABSNUM:PL
Wë́m kë̀ ku̠'bak dur stsö́k	Wë́pa kë̀ ku̠'bak ië'te̠n stsö́k	TYPE:NEG;TENSE:PRF_PROG;ASPECT:PFV;ABSNUM:PL
Wë́pa ië'te̠n stsö́k	Wë́pa kë̀ ku̠ ië'te̠n stsö́k	TYPE:NEG;ABSNUM:PL
Wë́pa ië'te̠n stsö́k	Wë́pa bák ië'te̠n stsö́k	TENSE:PRF_REM;ASPECT:PFV;ABSNUM:PL
Wë́pa ië'te̠n stsö́k	Wë́pa kë̀ ku̠'bak ië'te̠n stsö́k	TYPE:NEG;TENSE:PRF_PROG;ASPECT:PFV;ABSNUM:PL
Wë́pa kë̀ ku̠ ië'te̠n stsö́k	Wë́pa kë̀ ku̠'bak ië'te̠n stsö́k	TYPE:NEG;TENSE:PRF_PROG;ASPECT:PFV;ABSNUM:PL
Wë́pa bák ië'te̠n stsö́k	Wë́pa kë̀ ku̠'bak ië'te̠n stsö́k	TYPE:NEG;TENSE:PRF_PROG;ASPECT:PFV;ABSNUM:PL
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	TYPE:NEG;TENSE:PRF_REC
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Kë̀ ye' dör àrros ta̠we̠ ñè̠	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Ye' kë̀ ku̠ àrros ta̠ú̠k ñè̠	TYPE:NEG;TENSE:IPFV_PROG;ASPECT:IPFV
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Ye' kë̀ ku̠'bak àrros ta̠ú̠k ñè̠	TYPE:NEG;TENSE:PRF_PROG
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Kë̀ àrros ta̠u̠k ñè̠	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;PERSON:NA
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Kë̀ àrros ta̠wa̠r ñè̠	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID;PERSON:NA
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Kë̀ ye' é̠n a̠ àrros ta̠wa̠'ku̠ ñè̠	TYPE:NEG;MODE:DES;TENSE:IPFV_REC;ASPECT:IPFV
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Kë̀ ye' dör àrros ta̠wè̠ku̠ ñè̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Kë̀ ye' dör àrros ta̠u̠k ñè̠	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Kë̀ ye' dör àrros ta̠wè̠pa ñè̠	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Kë̀ àrros tò̠ne̠ ñè̠	TYPE:NEG;VOICE:MID;PERSON:NA
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Kë̀ àrros tò̠ne̠ ñè̠	TYPE:NEG;TENSE:PRF_REC;VOICE:MID;PERSON:NA
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Kë̀ àrros to̠r ñè̠	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID;PERSON:NA
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Kë̀ àrros ta̠wè̠ku̠ ñè̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID;PERSON:NA
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Kë̀ àrros tò̠nu̠k ñè̠	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID;PERSON:NA
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Kë̀ àrros ta̠wè̠pa ñè̠	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID;PERSON:NA
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Ye' kë̀ wa̠ àrros tó̠rule ñè̠	TYPE:NEG;TENSE:PAS_PLU
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Kë̀ ye' a̠ àrros tó̠r ñè̠	TYPE:NEG;MODE:POT;TENSE:IPFV_REC;ASPECT:IPFV
Ye' dör àrros tó̠mi̠ ñè̠	Ye' dör àrros ta̠wé̠mi̠ ñè̠	TENSE:PRF_REC;ASPECT:INC
Ye' dör àrros tó̠mi̠ ñè̠	Ye' dör àrros ta̠wè̠ ñè̠	TENSE:IPFV_REC;ASPECT:IPFV
Ye' dör àrros tó̠mi̠ ñè̠	Kë̀ ye' dör àrros ta̠we̠ ñè̠	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV
Ye' dör àrros tó̠mi̠ ñè̠	Ye' tso àrros ta̠ú̠k ñè̠	TENSE:IPFV_PROG;ASPECT:IPFV
Ye' dör àrros tó̠mi̠ ñè̠	Ye' kë̀ ku̠ àrros ta̠ú̠k ñè̠	TYPE:NEG;TENSE:IPFV_PROG;ASPECT:IPFV
Ye' dör àrros tó̠mi̠ ñè̠	Àrros ta̠ú̠ ñè̠	MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;PERSON:NA
Ye' dör àrros tó̠mi̠ ñè̠	Kë̀ àrros ta̠u̠k ñè̠	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;PERSON:NA
Ye' dör àrros tó̠mi̠ ñè̠	Kë̀ àrros ta̠wa̠r ñè̠	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID;PERSON:NA
Ye' dör àrros tó̠mi̠ ñè̠	Àrros ta̠ú̠ ñè̠ sö	MODE:EXH;TENSE:IPFV_REC;ASPECT:IPFV;PERSON:1_PL_INC
Ye' dör àrros tó̠mi̠ ñè̠	Ye' é̠n a̠ àrros ta̠wa̠'ku̠ ñè̠	MODE:DES;TENSE:IPFV_REC;ASPECT:IPFV
Ye' dör àrros tó̠mi̠ ñè̠	Kë̀ ye' é̠n a̠ àrros ta̠wa̠'ku̠ ñè̠	TYPE:NEG;MODE:DES;TENSE:IPFV_REC;ASPECT:IPFV
Ye' dör àrros tó̠mi̠ ñè̠	Ye' dör àrros ta̠wè̠ke̠ ñè̠	TENSE:IPFV_HAB;ASPECT:IPFV
Ye' dör àrros tó̠mi̠ ñè̠	Kë̀ ye' dör àrros ta̠wè̠ku̠ ñè̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV
Ye' dör àrros tó̠mi̠ ñè̠	Ye' dör àrros ta̠wè̠mi̠ ñè̠	TENSE:FUT_POT;ASPECT:IPFV
Ye' dör àrros tó̠mi̠ ñè̠	Kë̀ ye' dör àrros ta̠u̠k ñè̠	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV
Ye' dör àrros tó̠mi̠ ñè̠	Ye' dör àrros ta̠wè̠râ ñè̠	TENSE:FUT_CER;ASPECT:IPFV
Ye' dör àrros tó̠mi̠ ñè̠	Kë̀ ye' dör àrros ta̠wè̠pa ñè̠	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV
Ye' dör àrros tó̠mi̠ ñè̠	Àrros tò̠r ñè̠	TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID;PERSON:NA
Ye' dör àrros tó̠mi̠ ñè̠	Kë̀ àrros to̠r ñè̠	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID;PERSON:NA
Ye' dör àrros tó̠mi̠ ñè̠	Àrros ta̠wè̠ke̠ ñè̠	TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID;PERSON:NA
Ye' dör àrros tó̠mi̠ ñè̠	Kë̀ àrros ta̠wè̠ku̠ ñè̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID;PERSON:NA
Ye' dör àrros tó̠mi̠ ñè̠	Àrros ta̠wè̠mi̠ ñè̠	TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID;PERSON:NA
Ye' dör àrros tó̠mi̠ ñè̠	Kë̀ àrros tò̠nu̠k ñè̠	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID;PERSON:NA
Ye' dör àrros tó̠mi̠ ñè̠	Àrros ta̠wè̠râ ñè̠	TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID;PERSON:NA
Ye' dör àrros tó̠mi̠ ñè̠	Kë̀ àrros ta̠wè̠pa ñè̠	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID;PERSON:NA
Ye' dör àrros tó̠mi̠ ñè̠	Ye' a̠ àrros tó̠r ñè̠	MODE:POT;TENSE:IPFV_REC;ASPECT:IPFV
Ye' dör àrros tó̠mi̠ ñè̠	Kë̀ ye' a̠ àrros tó̠r ñè̠	TYPE:NEG;MODE:POT;TENSE:IPFV_REC;ASPECT:IPFV
Ye' dör àrros ta̠wé̠ ñè̠	Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	TYPE:NEG;TENSE:PRF_REC
Ye' dör àrros ta̠wé̠ ñè̠	Ye' dör àrros ta̠wé̠mi̠ ñè̠	TENSE:PRF_REC;ASPECT:INC
Ye' dör àrros ta̠wé̠ ñè̠	Ye' dör àrros ta̠wè̠ ñè̠	TENSE:IPFV_REC;ASPECT:IPFV
Ye' dör àrros ta̠wé̠ ñè̠	Kë̀ ye' dör àrros ta̠we̠ ñè̠	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV
Ye' dör àrros ta̠wé̠ ñè̠	Ye' tso àrros ta̠ú̠k ñè̠	TENSE:IPFV_PROG;ASPECT:IPFV
Ye' dör àrros ta̠wé̠ ñè̠	Ye' kë̀ ku̠ àrros ta̠ú̠k ñè̠	TYPE:NEG;TENSE:IPFV_PROG;ASPECT:IPFV
Ye' dör àrros ta̠wé̠ ñè̠	Ye' bák àrros ta̠ú̠k ñè̠	TENSE:PRF_PROG
Ye' dör àrros ta̠wé̠ ñè̠	Ye' kë̀ ku̠'bak àrros ta̠ú̠k ñè̠	TYPE:NEG;TENSE:PRF_PROG
Ye' dör àrros ta̠wé̠ ñè̠	Àrros ta̠ú̠ ñè̠	MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;PERSON:NA
Ye' dör àrros ta̠wé̠ ñè̠	Kë̀ àrros ta̠u̠k ñè̠	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;PERSON:NA
Ye' dör àrros ta̠wé̠ ñè̠	Kë̀ àrros ta̠wa̠r ñè̠	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID;PERSON:NA
Ye' dör àrros ta̠wé̠ ñè̠	Àrros ta̠ú̠ ñè̠ sö	MODE:EXH;TENSE:IPFV_REC;ASPECT:IPFV;PERSON:1_PL_INC
Ye' dör àrros ta̠wé̠ ñè̠	Ye' é̠n a̠ àrros ta̠wa̠'ku̠ ñè̠	MODE:DES;TENSE:IPFV_REC;ASPECT:IPFV
Ye' dör àrros ta̠wé̠ ñè̠	Kë̀ ye' é̠n a̠ àrros ta̠wa̠'ku̠ ñè̠	TYPE:NEG;MODE:DES;TENSE:IPFV_REC;ASPECT:IPFV
Ye' dör àrros ta̠wé̠ ñè̠	Ye' dör àrros ta̠wè̠ke̠ ñè̠	TENSE:IPFV_HAB;ASPECT:IPFV
Ye' dör àrros ta̠wé̠ ñè̠	Kë̀ ye' dör àrros ta̠wè̠ku̠ ñè̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV
Ye' dör àrros ta̠wé̠ ñè̠	Ye' dör àrros ta̠wè̠mi̠ ñè̠	TENSE:FUT_POT;ASPECT:IPFV
Ye' dör àrros ta̠wé̠ ñè̠	Kë̀ ye' dör àrros ta̠u̠k ñè̠	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV
Ye' dör àrros ta̠wé̠ ñè̠	Ye' dör àrros ta̠wè̠râ ñè̠	TENSE:FUT_CER;ASPECT:IPFV
Ye' dör àrros ta̠wé̠ ñè̠	Kë̀ ye' dör àrros ta̠wè̠pa ñè̠	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV
Ye' dör àrros ta̠wé̠ ñè̠	Àrros tò̠na̠ ñè̠	TENSE:PRF_REC;VOICE:MID;PERSON:NA
Ye' dör àrros ta̠wé̠ ñè̠	Kë̀ àrros tò̠ne̠ ñè̠	TYPE:NEG;TENSE:PRF_REC;VOICE:MID;PERSON:NA
Ye' dör àrros ta̠wé̠ ñè̠	Àrros tò̠r ñè̠	TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID;PERSON:NA
Ye' dör àrros ta̠wé̠ ñè̠	Kë̀ àrros to̠r ñè̠	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID;PERSON:NA
Ye' dör àrros ta̠wé̠ ñè̠	Àrros ta̠wè̠ke̠ ñè̠	TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID;PERSON:NA
Ye' dör àrros ta̠wé̠ ñè̠	Kë̀ àrros ta̠wè̠ku̠ ñè̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID;PERSON:NA
Ye' dör àrros ta̠wé̠ ñè̠	Àrros ta̠wè̠mi̠ ñè̠	TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID;PERSON:NA
Ye' dör àrros ta̠wé̠ ñè̠	Kë̀ àrros tò̠nu̠k ñè̠	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID;PERSON:NA
Ye' dör àrros ta̠wé̠ ñè̠	Àrros ta̠wè̠râ ñè̠	TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID;PERSON:NA
Ye' dör àrros ta̠wé̠ ñè̠	Kë̀ àrros ta̠wè̠pa ñè̠	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID;PERSON:NA
Ye' dör àrros ta̠wé̠ ñè̠	Ye' wa̠ àrros tó̠rule ñè̠	TENSE:PAS_PLU
Ye' dör àrros ta̠wé̠ ñè̠	Ye' kë̀ wa̠ àrros tó̠rule ñè̠	TYPE:NEG;TENSE:PAS_PLU
Ye' dör àrros ta̠wé̠ ñè̠	Ye' a̠ àrros tó̠r ñè̠	MODE:POT;TENSE:IPFV_REC;ASPECT:IPFV
Ye' dör àrros ta̠wé̠ ñè̠	Kë̀ ye' a̠ àrros tó̠r ñè̠	TYPE:NEG;MODE:POT;TENSE:IPFV_REC;ASPECT:IPFV
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Kë̀ ye' dör àrros ta̠we̠ ñè̠	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Ye' kë̀ ku̠ àrros ta̠ú̠k ñè̠	TYPE:NEG;TENSE:IPFV_PROG;ASPECT:IPFV
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Ye' kë̀ ku̠'bak àrros ta̠ú̠k ñè̠	TYPE:NEG;TENSE:PRF_PROG
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Kë̀ àrros ta̠u̠k ñè̠	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;PERSON:NA
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Kë̀ àrros ta̠wa̠r ñè̠	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID;PERSON:NA
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Kë̀ ye' é̠n a̠ àrros ta̠wa̠'ku̠ ñè̠	TYPE:NEG;MODE:DES;TENSE:IPFV_REC;ASPECT:IPFV
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Kë̀ ye' dör àrros ta̠wè̠ku̠ ñè̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Kë̀ ye' dör àrros ta̠u̠k ñè̠	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Kë̀ ye' dör àrros ta̠wè̠pa ñè̠	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV
Ye' kë̀ wa̠ àrros tò̠ne̠ ñè̠	Kë̀ àrros tò̠ne̠ ñè̠	TYPE:NEG;TENSE:PRF_REC;VOICE:MID;PERSON:NA
